   184/599     1.63G    0.1006    0.1166    0.0447    0.2619        15       640         0         0         0         0    0.1154      40.1   0.08671
   185/599     1.63G     0.101    0.1424   0.04507    0.2884        16       640 6.611e-05     0.025 9.984e-06 1.118e-06     0.119     120.9    0.1549
   186/599     1.63G    0.1007    0.1403   0.04335    0.2844        26       640         0         0         0         0    0.1284       153    0.3791
   187/599     1.63G     0.101    0.1282   0.04445    0.2736         9       640         0         0         0         0    0.1202     74.57    0.1594
   188/599     1.63G    0.0999    0.1358   0.04376    0.2794        13       640         0         0         0         0    0.1301     68.21    0.2134
   189/599     1.63G   0.09971    0.1885   0.04374     0.332        17       640         0         0         0         0    0.1252     43.95     0.112
   190/599     1.63G    0.1008    0.2208   0.04389    0.3654        11       640 6.397e-05   0.01207 4.183e-06 5.781e-07   0.09872     1.495   0.04692
   191/599     1.63G    0.1001    0.2445   0.04461    0.3893        19       640 0.0001178  0.008621 5.482e-06 1.554e-06    0.1101     1.949   0.05936
   192/599     1.63G    0.1014    0.2664   0.04592    0.4137        38       640 0.0001104  0.003448 2.245e-06 2.871e-07    0.1128     1.113   0.07604
   193/599     1.63G    0.1006    0.2699   0.04741    0.4179        16       640         0         0         0         0    0.1206     2.079    0.0989
   194/599     1.63G    0.1014    0.3976   0.04762    0.5466        24       640         0         0         0         0    0.1219    0.6159     1.521
   195/599     1.63G    0.1015    0.3536   0.04631    0.5014        11       640 0.0001305   0.01414 6.472e-06 1.379e-06    0.1209     2.094     1.171
   196/599     1.63G    0.1004    0.3888   0.04754    0.5368        14       640         0         0         0         0    0.1211    0.8599    0.4458
   197/599     1.63G    0.1006    0.3004   0.04932    0.4503        18       640    0.4046  0.002041 7.325e-05 7.325e-06    0.1134    0.4371   0.07931
   198/599     1.63G    0.1004    0.3436   0.04818    0.4922         4       640         0         0         0         0    0.1063    0.9225   0.05747
   199/599     1.63G    0.1006    0.3206   0.04657    0.4678        19       640    0.2001  0.008621 6.346e-06 1.335e-06    0.1036     1.518    0.1093
   200/599     1.63G    0.1005    0.3236   0.04609    0.4702         6       640     0.602   0.01552 0.0003853 6.663e-05    0.1014     1.628   0.08209
   201/599     1.63G    0.1002    0.2626    0.0456    0.4084        12       640    0.8007   0.01379 0.0001967 3.167e-05   0.09844    0.6988   0.05395
   202/599     1.63G    0.1001    0.2608   0.04654    0.4074        12       640    0.4014  0.006897 9.807e-05 1.576e-05   0.09591    0.5797   0.04355
   203/599     1.63G    0.1002    0.2912   0.04619    0.4375        26       640    0.4001  0.005172 1.131e-05 1.961e-06   0.09457    0.5906   0.04032
   204/599     1.63G   0.09989    0.2879   0.04635    0.4341        23       640       0.4  0.005172 8.269e-07 1.335e-07   0.09416     0.536   0.03962
   205/599     1.63G   0.09999    0.2601   0.04536    0.4054        17       640       0.4  0.006897 1.294e-06 1.294e-07   0.09642    0.3542   0.03897
